frame,1,I,0
frame,0,B,3
frame,0,B,4
frame,0,B,5
frame,0,B,6
frame,0,B,7
frame,0,B,8
frame,0,B,9
frame,0,B,2
frame,0,B,10
frame,0,B,11
frame,0,B,12
frame,0,B,13
frame,0,B,14
frame,0,B,15
frame,0,B,16
frame,0,B,17
frame,1,I,0
frame,0,B,3
frame,0,B,4
frame,0,B,5
frame,0,B,6
frame,0,B,7
frame,0,B,8
frame,0,B,9
frame,0,B,2
frame,0,B,10
frame,0,B,11
frame,0,B,12
frame,0,B,13
frame,0,B,14
frame,0,B,15
frame,0,B,16
frame,0,B,17
frame,1,I,0
frame,0,B,3
frame,0,B,4
frame,0,B,5
frame,0,B,6
frame,0,B,7
frame,0,B,8
frame,0,B,9
frame,0,B,2
frame,0,B,10
frame,0,B,11
frame,0,B,12
frame,0,B,13
frame,0,B,14
frame,0,B,15
frame,0,B,16
frame,0,B,17
frame,0,P,1
frame,0,B,19
frame,0,P,1
frame,0,B,19
frame,0,P,1
frame,0,B,19
frame,0,P,18
frame,0,P,18
frame,0,P,18
frame,0,I,20
frame,0,B,23
frame,0,B,24
frame,0,B,22
frame,0,B,25
frame,0,B,26
frame,0,I,20
frame,0,B,23
frame,0,B,24
frame,0,B,22
frame,0,B,25
frame,0,B,26
frame,0,I,20
frame,0,B,23
frame,0,B,24
frame,0,B,22
frame,0,B,25
frame,0,B,26
frame,0,P,21
frame,0,B,29
frame,0,B,28
frame,0,B,30
frame,0,P,21
frame,0,B,29
frame,0,B,28
frame,0,B,30
frame,0,P,21
frame,0,B,29
frame,0,B,28
frame,0,B,30
frame,0,P,27
frame,0,B,33
frame,0,B,32
frame,0,B,34
frame,0,P,27
frame,0,B,33
frame,0,B,32
frame,0,B,34
frame,0,B,35
frame,0,P,27
frame,0,B,33
frame,0,B,32
frame,0,B,34
frame,0,B,35
frame,0,P,31
frame,0,B,36
frame,0,P,31
frame,0,B,38
frame,0,B,37
frame,0,B,39
frame,0,B,40
frame,0,P,35
frame,0,B,39
frame,0,B,38
frame,0,B,40
frame,0,P,36
frame,0,P,37
frame,0,P,31
frame,0,B,38
frame,0,B,39
frame,0,B,37
frame,0,B,40
frame,0,B,41
frame,0,P,41
frame,0,P,41
frame,0,I,42
frame,0,B,44
frame,0,P,36
frame,0,B,44
frame,0,B,43
frame,0,B,45
frame,0,I,42
frame,0,B,45
frame,0,B,44
frame,0,B,46
frame,0,P,43
frame,0,B,46
frame,0,P,43
frame,0,B,49
frame,0,B,48
frame,0,B,50
frame,0,P,45
frame,0,B,49
frame,0,B,48
frame,0,B,50
frame,0,P,42
frame,0,B,48
frame,0,B,49
frame,0,B,47
frame,0,B,50
frame,0,B,51
frame,0,P,47
frame,0,B,53
frame,0,B,52
frame,0,B,54
frame,0,P,47
frame,0,B,53
frame,0,B,52
frame,0,B,54
frame,0,P,46
frame,0,B,54
frame,0,B,53
frame,0,B,55
frame,0,P,51
frame,0,B,56
frame,0,P,51
frame,0,B,56
frame,0,P,55
frame,0,B,58
frame,0,B,59
frame,0,P,52
frame,0,B,58
frame,0,B,57
frame,0,B,59
frame,0,P,55
frame,0,B,59
frame,0,B,58
frame,0,B,60
frame,0,P,57
frame,0,B,61
frame,0,P,56
frame,0,B,61
frame,0,P,57
frame,0,B,62
frame,0,B,63
frame,0,P,60
frame,0,B,63
frame,0,P,60
frame,0,B,63
frame,0,P,61
frame,0,P,62
frame,0,P,62
frame,0,I,64
frame,0,B,66
frame,0,I,64
frame,0,B,67
frame,0,B,66
frame,0,B,68
